created_at,polarity
2020-02-18 23:59:30,-0.1
2020-02-18 23:59:02,-0.125
2020-02-18 23:58:56,0.0
2020-02-18 23:58:10,-0.14285714285714285
2020-02-18 23:58:10,0.0
2020-02-18 23:58:08,0.08333333333333333
2020-02-18 23:58:00,0.0
2020-02-18 23:57:23,0.13636363636363635
2020-02-18 23:57:00,0.13636363636363635
2020-02-18 23:56:38,-0.1
2020-02-18 23:56:32,0.0
2020-02-18 23:55:48,-0.15555555555555559
2020-02-18 23:55:44,0.0
2020-02-18 23:55:38,0.0
2020-02-18 23:55:18,-0.05
2020-02-18 23:55:15,-0.125
2020-02-18 23:55:10,0.0
2020-02-18 23:54:59,-0.2
2020-02-18 23:54:20,0.009090909090909087
2020-02-18 23:54:15,0.13636363636363635
2020-02-18 23:53:58,0.0
2020-02-18 23:53:40,-0.16666666666666666
2020-02-18 23:53:02,-0.2
2020-02-18 23:52:02,0.009090909090909087
2020-02-18 23:51:23,0.0
2020-02-18 23:50:51,0.5333333333333333
2020-02-18 23:50:19,0.25
2020-02-18 23:49:41,0.2888888888888889
2020-02-18 23:49:26,0.0
2020-02-18 23:48:38,0.1
2020-02-18 23:48:29,-0.15555555555555559
2020-02-18 23:48:20,0.0
2020-02-18 23:47:47,0.0
2020-02-18 23:47:24,0.0
2020-02-18 23:47:21,0.0
2020-02-18 23:47:13,-0.07777777777777779
2020-02-18 23:46:50,-0.2
2020-02-18 23:46:48,0.0
2020-02-18 23:46:42,0.0
2020-02-18 23:46:40,-0.14027777777777778
2020-02-18 23:46:24,0.43333333333333335
2020-02-18 23:45:49,0.525
2020-02-18 23:45:33,-0.16666666666666666
2020-02-18 23:45:22,0.0
2020-02-18 23:45:22,0.21103896103896103
2020-02-18 23:44:40,-0.125
2020-02-18 23:44:29,-0.16666666666666666
2020-02-18 23:44:26,0.06818181818181818
2020-02-18 23:43:51,-0.25
2020-02-18 23:43:48,0.0
2020-02-18 23:43:42,-0.125
2020-02-18 23:43:36,0.0
2020-02-18 23:43:35,-0.25
2020-02-18 23:43:21,0.0
2020-02-18 23:43:09,0.23392857142857143
2020-02-18 23:42:41,1.0
2020-02-18 23:42:39,-0.125
2020-02-18 23:42:36,0.0
2020-02-18 23:42:07,0.0
2020-02-18 23:41:55,0.0
2020-02-18 23:41:48,0.0
2020-02-18 23:41:40,0.0
2020-02-18 23:41:35,0.0
2020-02-18 23:41:23,0.5
2020-02-18 23:40:37,0.25
2020-02-18 23:40:13,0.0
2020-02-18 23:40:06,-0.125
2020-02-18 23:39:55,0.21103896103896103
2020-02-18 23:39:53,0.0
2020-02-18 23:37:38,0.21103896103896103
2020-02-18 23:37:34,0.0
2020-02-18 23:36:55,0.4
2020-02-18 23:35:28,0.025
2020-02-18 23:35:11,0.0
2020-02-18 23:35:01,0.0
2020-02-18 23:34:24,0.0
2020-02-18 23:34:21,0.25
2020-02-18 23:34:09,0.0
2020-02-18 23:33:34,0.1
2020-02-18 23:33:16,0.2931818181818182
