created_at,polarity
2020-02-05 23:59:54,0.0
2020-02-05 23:59:39,0.4
2020-02-05 23:57:22,0.2
2020-02-05 23:56:15,0.0
2020-02-05 23:54:42,0.25
2020-02-05 23:53:17,0.14242424242424243
2020-02-05 23:53:00,0.2
2020-02-05 23:52:37,0.5
2020-02-05 23:51:03,-0.125
2020-02-05 23:49:57,0.0
2020-02-05 23:46:25,0.4
2020-02-05 23:41:48,0.0
2020-02-05 23:40:53,0.18333333333333335
2020-02-05 23:40:53,0.0
2020-02-05 23:40:52,-0.5
2020-02-05 23:40:52,-0.06168831168831169
2020-02-05 23:40:51,0.58
2020-02-05 23:40:26,0.14999999999999997
2020-02-05 23:39:21,0.18333333333333335
2020-02-05 23:39:01,0.0
2020-02-05 23:35:37,0.0
2020-02-05 23:33:33,0.0
2020-02-05 23:30:47,0.2
2020-02-05 23:30:00,0.2
2020-02-05 23:26:06,0.0
2020-02-05 23:25:58,0.0
2020-02-05 23:25:50,-0.5
2020-02-05 23:24:24,0.0
2020-02-05 23:24:05,0.2722222222222222
2020-02-05 23:23:42,0.4
2020-02-05 23:18:57,-0.08333333333333333
2020-02-05 23:17:39,0.0
2020-02-05 23:17:09,0.13636363636363635
2020-02-05 23:16:33,0.3181818181818182
2020-02-05 23:15:36,-0.23333333333333334
2020-02-05 23:15:15,0.2722222222222222
2020-02-05 23:15:09,0.0
2020-02-05 23:13:33,0.13333333333333333
2020-02-05 23:13:09,0.0
2020-02-05 23:13:05,0.16
2020-02-05 23:11:54,0.5
2020-02-05 23:11:19,0.4
2020-02-05 23:11:16,0.0
2020-02-05 23:11:10,0.0
2020-02-05 23:07:50,0.0
2020-02-05 23:03:23,0.1
2020-02-05 23:03:00,0.0
2020-02-05 22:59:12,0.0
2020-02-05 22:56:07,0.25999999999999995
2020-02-05 22:51:38,0.0
2020-02-05 22:51:16,0.0
2020-02-05 22:50:49,-0.06666666666666667
2020-02-05 22:47:38,0.0
2020-02-05 22:46:40,0.32857142857142857
2020-02-05 22:44:26,0.0
2020-02-05 22:43:47,0.0
2020-02-05 22:43:32,0.0
2020-02-05 22:43:13,0.0
2020-02-05 22:43:02,0.5
2020-02-05 22:42:51,0.15000000000000002
2020-02-05 22:41:26,-0.15555555555555559
